year,city,event_url,running_order,country,contestant,song,points,place
1981,Dublin,https://eurovision.tv/event/dublin-1981,10,Spain,Bacchelli,Y Solo Tú,38,14
1981,Dublin,https://eurovision.tv/event/dublin-1981,11,The Netherlands,Linda Williams,Het Is Een Wonder,51,9
1981,Dublin,https://eurovision.tv/event/dublin-1981,12,Ireland,Sheeba,Horoscopes,105,5
1981,Dublin,https://eurovision.tv/event/dublin-1981,13,Norway,Finn Kalvik,Aldri I Livet,NA,20
1981,Dublin,https://eurovision.tv/event/dublin-1981,14,United Kingdom,Bucks Fizz,Making Your Mind Up,136,1
1981,Dublin,https://eurovision.tv/event/dublin-1981,15,Portugal,Carlos Paião,Play-back,9,18
1981,Dublin,https://eurovision.tv/event/dublin-1981,16,Belgium,Emly Starr,Samson,40,13
1981,Dublin,https://eurovision.tv/event/dublin-1981,17,Greece,Yiannis Dimitras,Feggari Kalokerino,55,8
1981,Dublin,https://eurovision.tv/event/dublin-1981,18,Cyprus,Island,Monika,69,6
1981,Dublin,https://eurovision.tv/event/dublin-1981,19,Switzerland,"Peter, Sue and Marc",Io Senza Tei,121,4
1981,Dublin,https://eurovision.tv/event/dublin-1981,20,Sweden,Björn Skifs,Fångad I En Dröm,50,10
1980,The Hague,https://eurovision.tv/event/the-hague-1980,1,Austria,Blue Danube,Du Bist Musik,64,8
1980,The Hague,https://eurovision.tv/event/the-hague-1980,2,Turkey,Ajda Pekkan,Petr'oil,23,15
1980,The Hague,https://eurovision.tv/event/the-hague-1980,3,Greece,Anna Vishy and the Epikouri,Autostop,30,13
1980,The Hague,https://eurovision.tv/event/the-hague-1980,4,Luxembourg,Sophie and Magaly,Papa Pingouin,56,9
1980,The Hague,https://eurovision.tv/event/the-hague-1980,5,Morocco,Samira Bensaïd,Bitakat Hob,7,18
1980,The Hague,https://eurovision.tv/event/the-hague-1980,6,Italy,Alan Sorrenti,Non So Che Darei,87,6
1980,The Hague,https://eurovision.tv/event/the-hague-1980,7,Denmark,Bamses Venner,Tænker Altid På Dig,25,14
1980,The Hague,https://eurovision.tv/event/the-hague-1980,8,Sweden,Tomas Ledin,Just Nu!,47,10
1980,The Hague,https://eurovision.tv/event/the-hague-1980,9,Switzerland,Paola,Cinéma,104,4
1980,The Hague,https://eurovision.tv/event/the-hague-1980,10,Finland,Vesa-Matti Loiri,Huilumies,6,19
1980,The Hague,https://eurovision.tv/event/the-hague-1980,11,Norway,Sverre Kjellsberg and Mattis Hætta,Sámiid Ædnan,15,16
1980,The Hague,https://eurovision.tv/event/the-hague-1980,12,Germany,Katja Ebstein,Theater,128,2
1980,The Hague,https://eurovision.tv/event/the-hague-1980,13,United Kingdom,Prima Donna,Love Enough For Two,106,3
1980,The Hague,https://eurovision.tv/event/the-hague-1980,14,Portugal,José Cid,"Um Grande, Grande Amor",71,7
1980,The Hague,https://eurovision.tv/event/the-hague-1980,15,The Netherlands,Maggie MacNeal,Amsterdam,93,5
1980,The Hague,https://eurovision.tv/event/the-hague-1980,16,France,Profil,"Hé, Hé M'sieurs Dames",45,11
1980,The Hague,https://eurovision.tv/event/the-hague-1980,17,Ireland,Johnny Logan,What's Another Year,143,1
1980,The Hague,https://eurovision.tv/event/the-hague-1980,18,Spain,Trigo Limpio,Qué Date Esta Noche,38,12
1980,The Hague,https://eurovision.tv/event/the-hague-1980,19,Belgium,Telex,Euro-vision,14,17
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,1,Portugal,Manuela Bravo,"Sobe, Sobe, Balão Sobe",64,9
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,2,Italy,Matia Bazar,Raggio Di Luna,27,15
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,3,Denmark,Tommy Seebach,Disco Tango,76,6
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,4,Ireland,Cathal Dunne,Happy Man,80,5
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,5,Finland,Katri-Helena,Katso Sineen Taivaan,38,14
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,6,Monaco,Laurent Vaguener,"Notre Vie, C'est La Musique",12,16
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,7,Greece,Elpida,Socrates,69,8
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,8,Switzerland,"Peter, Sue and Marc and Pfuri, Gorps and Kniri",Trödler Und Co.,60,10
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,9,Germany,Dschinghis Khan,Dschinghis Khan,86,4
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,10,Israel,Milk and Honey,Hallelujah,125,1
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,11,France,Anne-Marie David,Je Suis L'enfant-soleil,106,3
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,12,Belgium,Micha Marah,Hey Nana,5,18
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,13,Luxembourg,Jeane Manson,J'ai Déjà Vu ça Dans Tes Yeux,44,13
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,14,The Netherlands,Xandra,Colorado,51,12
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,15,Sweden,Ted Gärdestad,Satellit,8,17
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,16,Norway,Anita Skorgan,Oliver,57,11
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,17,United Kingdom,Black Lace,Mary Ann,73,7
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,18,Austria,Christina Simon,Heute In Jerusalem,5,18
1979,Jerusalem,https://eurovision.tv/event/jerusalem-1979,19,Spain,Betty Missiego,Su Canción,116,2
1978,Paris,https://eurovision.tv/event/paris-1978,1,Ireland,Colm T. Wilkinson,Born To Sing,86,5
1978,Paris,https://eurovision.tv/event/paris-1978,2,Norway,Jahn Teigen,Mil Etter Mil,NA,20
1978,Paris,https://eurovision.tv/event/paris-1978,3,Italy,Ricchi e Poveri,Questo Amore,53,12
1978,Paris,https://eurovision.tv/event/paris-1978,4,Finland,Seija Simola,Anna Rakkaudelle Tilaisuus,2,18
1978,Paris,https://eurovision.tv/event/paris-1978,5,Portugal,Gemini,Dai-li-dou,5,17
1978,Paris,https://eurovision.tv/event/paris-1978,6,France,Joël Prévost,Il Y Aura Toujours Des Violons,119,3
1978,Paris,https://eurovision.tv/event/paris-1978,7,Spain,José Vélez,Bailemos Un Vals,65,9
1978,Paris,https://eurovision.tv/event/paris-1978,8,United Kingdom,Co-Co,The Bad Old Days,61,11
1978,Paris,https://eurovision.tv/event/paris-1978,9,Switzerland,Carole Vinci,Vivre,65,9
1978,Paris,https://eurovision.tv/event/paris-1978,10,Belgium,Jean Vallée,L'amour ça Fait Chanter La Vie,125,2
1978,Paris,https://eurovision.tv/event/paris-1978,11,The Netherlands,Harmony,'t Is Ok,37,13
1978,Paris,https://eurovision.tv/event/paris-1978,12,Turkey,Nazar,Sevinçe,2,18
1978,Paris,https://eurovision.tv/event/paris-1978,13,Germany,Ireen Sheer,Feuer,84,6
1978,Paris,https://eurovision.tv/event/paris-1978,14,Monaco,Caline and Olivier Toussaint,Les Jardins De Monaco,107,4
1978,Paris,https://eurovision.tv/event/paris-1978,15,Greece,Tania Tsanaklidou,Charlie Chaplin,66,8
1978,Paris,https://eurovision.tv/event/paris-1978,16,Denmark,Mabel,Boom Boom,13,16
1978,Paris,https://eurovision.tv/event/paris-1978,17,Luxembourg,Baccara,Parlez-vous Français?,73,7
1978,Paris,https://eurovision.tv/event/paris-1978,18,Israel,Izhar Cohen and the Alphabeta,Abanibi,157,1
1978,Paris,https://eurovision.tv/event/paris-1978,19,Austria,Springtime,Mrs. Caroline Robinson,14,15
1978,Paris,https://eurovision.tv/event/paris-1978,20,Sweden,Björn Skifs,Det Blir Alltid Värre Framåt Natten,26,14
1977,London,https://eurovision.tv/event/london-1977,1,Ireland,The Swarbriggs Plus Two,It's Nice To Be In Love Again,119,3
1977,London,https://eurovision.tv/event/london-1977,2,Monaco,Michèle Torr,Une Petite Française,96,4
1977,London,https://eurovision.tv/event/london-1977,3,The Netherlands,Heddy Lester,De Mallemolen,35,12
1977,London,https://eurovision.tv/event/london-1977,4,Austria,Schmetterlinge,Boom Boom Boomerang,11,17
1977,London,https://eurovision.tv/event/london-1977,5,Norway,Anita Skorgan,Casanova,18,14
1977,London,https://eurovision.tv/event/london-1977,6,Germany,Silver Convention,Telegram,55,8
1977,London,https://eurovision.tv/event/london-1977,7,Luxembourg,Anne Marie B.,Frère Jacques,17,16
1977,London,https://eurovision.tv/event/london-1977,8,Portugal,Os Amigos,Portugal No Coração,18,14
1977,London,https://eurovision.tv/event/london-1977,9,United Kingdom,Lynsey de Paul and Mike Moran,Rock Bottom,121,2
1977,London,https://eurovision.tv/event/london-1977,10,Greece,"Pascalis, Marianna, Robert and Bessy",Mathema Solfege,92,5
1977,London,https://eurovision.tv/event/london-1977,11,Israel,Ilanit,Ah-haa-vah Hee Shir Lish-naa-yim,49,11
1977,London,https://eurovision.tv/event/london-1977,12,Switzerland,Pepe Lienhard Band,Swiss Lady,71,6
1977,London,https://eurovision.tv/event/london-1977,13,Sweden,Forbes,Beatles,2,18
1977,London,https://eurovision.tv/event/london-1977,14,Spain,Micky,Enseñame A Cantar,52,9
1977,London,https://eurovision.tv/event/london-1977,15,Italy,Mia Martini,Liberà,33,13
1977,London,https://eurovision.tv/event/london-1977,16,Finland,Monica Aspelund,Lapponia,50,10
1977,London,https://eurovision.tv/event/london-1977,17,Belgium,Dream Express,"A Million In One, Two, Three",69,7
1977,London,https://eurovision.tv/event/london-1977,18,France,Marie Myriam,L'oiseau Et L'enfant,136,1
1976,The Hague,https://eurovision.tv/event/the-hague-1976,1,United Kingdom,Brotherhood of Man,Save Your Kisses For Me,164,1
1976,The Hague,https://eurovision.tv/event/the-hague-1976,2,Switzerland,"Peter, Sue and Marc","Djambo, Djambo",91,4
1976,The Hague,https://eurovision.tv/event/the-hague-1976,3,Germany,Les Humphries Singers,"Sing, Sang, Song",12,15
1976,The Hague,https://eurovision.tv/event/the-hague-1976,4,Israel,"Chocolate, Menta, Mastik",Emor Shalom,77,6
1976,The Hague,https://eurovision.tv/event/the-hague-1976,5,Luxembourg,Jürgen Marcus,Chansons Pour Ceux Qui S'aiment,17,14
1976,The Hague,https://eurovision.tv/event/the-hague-1976,6,Belgium,Pierre Rapsat,Judy Et Cie.,68,8
1976,The Hague,https://eurovision.tv/event/the-hague-1976,7,Ireland,Red Hurley,When,54,10
1976,The Hague,https://eurovision.tv/event/the-hague-1976,8,The Netherlands,Sandra Reemer,The Party's Over Now,56,9
1976,The Hague,https://eurovision.tv/event/the-hague-1976,9,Norway,Anne-Karine Ström,Mata Hari,7,18
1976,The Hague,https://eurovision.tv/event/the-hague-1976,10,Greece,Mariza Koch,"Panaghia Mou, Panaghia Mou",20,13
1976,The Hague,https://eurovision.tv/event/the-hague-1976,11,Finland,Fredi and The Friends,Pump-pump,44,11
1976,The Hague,https://eurovision.tv/event/the-hague-1976,12,Spain,Braulio,Sobran Las Palabras,11,16
1976,The Hague,https://eurovision.tv/event/the-hague-1976,13,Italy,Romina and Al Bano,We'll Live It All Again,69,7
1976,The Hague,https://eurovision.tv/event/the-hague-1976,14,Austria,Waterloo and Robinson,My Little World,80,5
1976,The Hague,https://eurovision.tv/event/the-hague-1976,15,Portugal,Carlos do Carmo,Uma Flor De Verde Pinho,24,12
1976,The Hague,https://eurovision.tv/event/the-hague-1976,16,Monaco,Mary Christy,"Toi, La Musique Et Moi",93,3
1976,The Hague,https://eurovision.tv/event/the-hague-1976,17,France,Catherine Ferry,"Un, Deux, Trois",147,2
1976,The Hague,https://eurovision.tv/event/the-hague-1976,18,Yugoslavia,Ambasadori,Ne Mogu Skriti Svoju Bol,10,17
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,1,The Netherlands,Teach-In,Ding-A-Dong,152,1
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,2,Ireland,The Swarbriggs,That's What Friends Are For,68,9
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,3,France,Nicole Rieu,Et Bonjour à Toi L'artiste,91,4
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,4,Germany,Joy Fleming,Ein Lied Kann Eine Brücke Sein,15,17
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,5,Luxembourg,Géraldine,Toi,84,5
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,6,Norway,Ellen Nikolaysen,You Touched My Life With Summer,11,18
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,7,Switzerland,Simone Drexel,Mikado,77,6
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,8,Yugoslavia,Pepel In Kri,Dan Ljubezni,22,13
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,9,United Kingdom,The Shadows,Let Me Be The One,138,2
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,10,Malta,Renato,Singing This Song,32,12
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,11,Belgium,Ann Christy,Gelukkig Zijn,17,15
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,12,Israel,Shlomo Artzi,At Ve'ani,40,11
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,13,Turkey,Semiha Yanki,Seninle Bir Dakika,3,19
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,14,Monaco,Sophie,Une Chanson C'est Une Lettre,22,13
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,15,Finland,Pihasoittajat,Old Man Fiddle,74,7
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,16,Portugal,Duarte Mendes,Madrugada,16,16
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,17,Spain,Sergio y Estíbaliz,Tú Volverás,53,10
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,18,Sweden,Lars Berghagen and the Dolls,"Jennie, Jennie",72,8
1975,Stockholm,https://eurovision.tv/event/stockholm-1975,19,Italy,Wess and Dori Ghezzi,Era,115,3
1974,Brighton,https://eurovision.tv/event/brighton-1974,1,Finland,Carita,Äla Mene Pois (Keep Me Warm),4,13
1974,Brighton,https://eurovision.tv/event/brighton-1974,2,United Kingdom,Olivia Newton-John,Long Live Love,14,4
1974,Brighton,https://eurovision.tv/event/brighton-1974,3,Spain,Peret,Canta Y Se Feliz,10,9
1974,Brighton,https://eurovision.tv/event/brighton-1974,4,Norway,Anne-Karine Ström and the Bendik Singers,The First Day Of Love,3,14
1974,Brighton,https://eurovision.tv/event/brighton-1974,5,Greece,Marinella,"Krassi, Thalassa Ke T'agori Mou",7,11
1974,Brighton,https://eurovision.tv/event/brighton-1974,6,Israel,Poogy,Natati La Khaiai,11,7
1974,Brighton,https://eurovision.tv/event/brighton-1974,7,Yugoslavia,Korni,Generacija 42,6,12
1974,Brighton,https://eurovision.tv/event/brighton-1974,8,Sweden,ABBA,Waterloo,24,1
1974,Brighton,https://eurovision.tv/event/brighton-1974,9,Luxembourg,Ireen Sheer,"Bye, Bye, I Love You",14,4
1974,Brighton,https://eurovision.tv/event/brighton-1974,10,Monaco,Romuald,Celui Qui Reste Et Celui Qui S'en Va,14,4
1974,Brighton,https://eurovision.tv/event/brighton-1974,11,Belgium,Jacques Hustin,Fleur De Liberté,10,9
1974,Brighton,https://eurovision.tv/event/brighton-1974,12,The Netherlands,Mouth and MacNeal,I See A Star,15,3
1974,Brighton,https://eurovision.tv/event/brighton-1974,13,Ireland,Tina,Cross Your Heart,11,7
1974,Brighton,https://eurovision.tv/event/brighton-1974,14,Germany,Cindy und Bert,Die Sommermelodie,3,14
1974,Brighton,https://eurovision.tv/event/brighton-1974,15,Switzerland,Piera Martell,Mein Ruf Nach Dir,3,14
1974,Brighton,https://eurovision.tv/event/brighton-1974,16,Portugal,Paulo de Carvalho,E Depois Do Adeus,3,14
1974,Brighton,https://eurovision.tv/event/brighton-1974,17,Italy,Gigliola Cinquetti,Si,18,2
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,1,Finland,Marion Rung,Tom Tom Tom,93,6
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,2,Belgium,Nicole and Hugo,"Baby, Baby",58,17
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,3,Portugal,Fernando Tordo,Tourada,80,10
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,4,Germany,Gitte,Junger Tag,85,8
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,5,Norway,Bendik Singers,It's Just A Game,89,7
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,6,Monaco,Marie,Un Train Qui Part,85,8
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,7,Spain,Mocedades,Eres Tú,125,2
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,8,Switzerland,Patrick Juvet,"Je Me Vais Marier, Marie",79,12
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,9,Yugoslavia,Zdravko Colic,Gori Vatra,65,15
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,10,Italy,Massimo Ranieri,Chi Sarà Con Te,74,13
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,11,Luxembourg,Anne-Marie David,Tu Te Reconnaîtras,129,1
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,12,Sweden,The Nova and The Dolls,You're Summer,94,5
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,13,The Netherlands,Ben Cramer,De Oude Muzikant,69,14
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,14,Ireland,Maxi,Do I Dream?,80,10
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,15,United Kingdom,Cliff Richard,Power To All Our Friends,123,3
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,16,France,Martine Clémenceau,Sans Toi,65,15
1973,Luxembourg,https://eurovision.tv/event/luxembourg-1973,17,Israel,Ilanit,Ey-sham,97,4
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,1,Germany,Mary Roos,Nur Die Liebe Läßt Uns Leben,107,3
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,2,France,Betty Mars,Comé-comédie,81,11
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,3,Ireland,Sandie Jones,Ceol On Ghrá,72,15
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,4,Spain,Jaime Morey,Amanece,83,10
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,5,United Kingdom,The New Seekers,"Beg, Steal Or Borrow",114,2
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,6,Norway,Grethe Kausland and Benny Borg,Småting,73,14
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,7,Portugal,Carlos Mendes,A Festa Da Vida,90,7
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,8,Switzerland,Véronique Müller,C'est La Chanson De Mon Amour,88,8
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,9,Malta,Helen and Joseph,L-imhabba,48,18
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,10,Finland,Päivi Paunu and Kim Floor,Muistathan,78,12
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,11,Austria,The Milestones,Falter Im Wind,100,5
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,12,Italy,Nicola di Bari,I Giorni Dell' Arcobaleno,92,6
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,13,Yugoslavia,Tereza,Muzika I Ti,87,9
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,14,Sweden,Family Four,Härliga Sommardag,75,13
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,15,Monaco,Anne-Marie Godart and Peter MacLane,Comme On S'aime,65,16
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,16,Belgium,Serge and Christine Ghisoland,À La Folie Ou Pas Du Tout,55,17
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,17,Luxembourg,Vicky Leandros,Après Toi,128,1
1972,Edinburgh,https://eurovision.tv/event/edinburgh-1972,18,The Netherlands,Sandra and Andres,Als Het Om De Liefde Gaat,106,4
1971,Dublin,https://eurovision.tv/event/dublin-1971,1,Austria,Marianne Mendt,Musik,66,16
1971,Dublin,https://eurovision.tv/event/dublin-1971,2,Malta,Joe Grech,Marija L-maltija,52,18
1971,Dublin,https://eurovision.tv/event/dublin-1971,3,Monaco,Séverine,"Un Banc, Un Arbre, Une Rue",128,1
1971,Dublin,https://eurovision.tv/event/dublin-1971,4,Switzerland,"Peter, Sue and Marc",Les Illusions De Nos Vingt Ans,78,12
1971,Dublin,https://eurovision.tv/event/dublin-1971,5,Germany,Katja Ebstein,Diese Welt,100,3
1971,Dublin,https://eurovision.tv/event/dublin-1971,6,Spain,Karina,En Un Mundo Nuevo,116,2
1971,Dublin,https://eurovision.tv/event/dublin-1971,7,France,Serge Lama,Un Jardin Sur La Terre,82,10
1971,Dublin,https://eurovision.tv/event/dublin-1971,8,Luxembourg,Monique Melsen,"Pomme, Pomme, Pomme",70,13
1971,Dublin,https://eurovision.tv/event/dublin-1971,9,United Kingdom,Clodagh Rodgers,Jack In The Box,98,4
1971,Dublin,https://eurovision.tv/event/dublin-1971,10,Belgium,Lily Castel and Jacques Raymond,"Goeie Morgen, Morgen",68,14
1971,Dublin,https://eurovision.tv/event/dublin-1971,11,Italy,Massimo Ranieri,L'amore è Un Attimo,91,5
1971,Dublin,https://eurovision.tv/event/dublin-1971,12,Sweden,Family Four,Vita Vidder,85,6
1971,Dublin,https://eurovision.tv/event/dublin-1971,13,Ireland,Angela Farrell,One Day Love,79,11
1971,Dublin,https://eurovision.tv/event/dublin-1971,14,The Netherlands,Saskia and Serge,De Tijd,85,6
1971,Dublin,https://eurovision.tv/event/dublin-1971,15,Portugal,Tonicha,Menina Do Alto Da Serra,83,9
1971,Dublin,https://eurovision.tv/event/dublin-1971,16,Yugoslavia,Krunoslav Slabinac,Tvoj Djecak Je Tuzan,68,14
1971,Dublin,https://eurovision.tv/event/dublin-1971,17,Finland,Markku Aro and Koivisto Sisters,Tie Uuteen Päivään,84,8
1971,Dublin,https://eurovision.tv/event/dublin-1971,18,Norway,Hanne Krogh,Lykken Er...,65,17
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,1,The Netherlands,Patricia and Hearts of Soul,Waterman,7,7
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,2,Switzerland,Henri Dès,Retour,8,4
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,3,Italy,Gianni Morandi,Occhi Di Ragazza,5,8
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,4,Yugoslavia,Eva Sren,"Pridi, Dala Ti Bom Cvet",4,11
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,5,Belgium,Jean Vallée,Viens L'oublier,5,8
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,6,France,Guy Bonnet,Marie Blanche,8,4
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,7,United Kingdom,Mary Hopkin,"Knock, Knock (who's There?)",26,2
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,8,Luxembourg,David-Alexandre Winter,Je Suis Tombé Du Ciel,NA,12
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,9,Spain,Julio Iglesias,Gwendolyne,8,4
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,10,Monaco,Dominique Dussault,Marlène,5,8
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,11,Germany,Katja Ebstein,Wunder Gibt Es Immer Wieder,12,3
1970,Amsterdam,https://eurovision.tv/event/amsterdam-1970,12,Ireland,Dana,All Kinds Of Everything,32,1
1969,Madrid,https://eurovision.tv/event/madrid-1969,1,Yugoslavia,Ivan,Pozdrav Svijetu,5,13
1969,Madrid,https://eurovision.tv/event/madrid-1969,2,Luxembourg,Romuald,Cathérine,7,11
1969,Madrid,https://eurovision.tv/event/madrid-1969,3,Spain,Salomé,Vivo Cantando,18,1
1969,Madrid,https://eurovision.tv/event/madrid-1969,4,Monaco,Jean-Jacques,"Maman, Maman",11,6
1969,Madrid,https://eurovision.tv/event/madrid-1969,5,Ireland,Muriel Day and the Lindsays,The Wages Of Love,10,7
1969,Madrid,https://eurovision.tv/event/madrid-1969,6,Italy,Iva Zanicchi,Due Grosse Lacrime Bianche,5,13
1969,Madrid,https://eurovision.tv/event/madrid-1969,7,United Kingdom,Lulu,Boom Bang-a-bang,18,1
1969,Madrid,https://eurovision.tv/event/madrid-1969,8,The Netherlands,Lenny Kuhr,De Troubadour,18,1
1969,Madrid,https://eurovision.tv/event/madrid-1969,9,Sweden,Tommy Körberg,"Judy, Min Vän",8,9
1969,Madrid,https://eurovision.tv/event/madrid-1969,10,Belgium,Louis Neefs,Jennifer Jennings,10,7
1969,Madrid,https://eurovision.tv/event/madrid-1969,11,Switzerland,Paola del Medico,"Bonjour, Bonjour",13,5
1969,Madrid,https://eurovision.tv/event/madrid-1969,12,Norway,Kirsti Sparboe,"Oj, Oj, Oj, Så Glad, Jeg Skal Bli",1,16
1969,Madrid,https://eurovision.tv/event/madrid-1969,13,Germany,Siw Malmkvist,Primaballerina,8,9
1969,Madrid,https://eurovision.tv/event/madrid-1969,14,France,Frida Boccara,"Un Jour, Un Enfant",18,1
1969,Madrid,https://eurovision.tv/event/madrid-1969,15,Portugal,Simone de Oliveira,Desfolhada Portuguesa,4,15
1969,Madrid,https://eurovision.tv/event/madrid-1969,16,Finland,Jarkko and Laura,Kuin Silloin Ennen,6,12
1968,London,https://eurovision.tv/event/london-1968,1,Portugal,Carlos Mendes,Verão,5,11
1968,London,https://eurovision.tv/event/london-1968,2,The Netherlands,Ronnie Tober,Morgen,1,16
1968,London,https://eurovision.tv/event/london-1968,3,Belgium,Claude Lombard,Quand Tu Reviendras,8,7
1968,London,https://eurovision.tv/event/london-1968,4,Austria,Karel Gott,Tausend Fenster,2,13
1968,London,https://eurovision.tv/event/london-1968,5,Luxembourg,Chris Baldo and Sophie Garel,Nous Vivrons D'amour,5,11
1968,London,https://eurovision.tv/event/london-1968,6,Switzerland,Gianni Mascolo,Guardando Il Sole,2,13
1968,London,https://eurovision.tv/event/london-1968,7,Monaco,Line and Willy,A Chacun Sa Chanson,8,7
1968,London,https://eurovision.tv/event/london-1968,8,Sweden,Claes-Göran Hederström,"Det Börjar Verka Kärlek, Banne Mej",15,5
1968,London,https://eurovision.tv/event/london-1968,9,Finland,Kristina Hautala,Kun Kello Käy,1,16
1968,London,https://eurovision.tv/event/london-1968,10,France,Isabelle Aubret,La Source,20,3
1968,London,https://eurovision.tv/event/london-1968,11,Italy,Sergio Endrigo,Marianne,7,10
1968,London,https://eurovision.tv/event/london-1968,12,United Kingdom,Cliff Richard,Congratulations,28,2
1968,London,https://eurovision.tv/event/london-1968,13,Norway,Odd Børre,Stress,2,13
1968,London,https://eurovision.tv/event/london-1968,14,Ireland,Pat McGeegan,Chance Of A Lifetime,18,4
1968,London,https://eurovision.tv/event/london-1968,15,Spain,Massiel,"La, La, La...",29,1
1968,London,https://eurovision.tv/event/london-1968,16,Germany,Wencke Myhre,Ein Hoch Der Liebe,11,6
1968,London,https://eurovision.tv/event/london-1968,17,Yugoslavia,Luci Kapurso and Hamo Hajdarhodzic,Jedan Dan,8,7
1967,Vienna,https://eurovision.tv/event/vienna-1967,1,The Netherlands,Thérèse Steinmetz,Ring-dinge,2,14
1967,Vienna,https://eurovision.tv/event/vienna-1967,2,Luxembourg,Vicky,L'amour Est Bleu,17,4
1967,Vienna,https://eurovision.tv/event/vienna-1967,3,Austria,Peter Horten,Warum Es Hunderttausend Sterne Gibt,2,14
