year,city,country,contestant,song,event,points,place
1995,Dublin,Belgium,Frédéric Etherlinck,La Voix Est Libre,Final,8,20
1995,Dublin,Bosnia & Herzegovina,Davor Popovic,Dvadeset I Prvi Vijek,Final,14,19
1995,Dublin,Poland,Justyna,Sama,Final,15,18
1995,Dublin,Russia,Philipp Kirkorov,Kolybelnaya Dlya Vulkana,Final,17,17
1995,Dublin,Turkey,Arzu Ece,Sev!,Final,21,16
1995,Dublin,Iceland,Bó Halldórsson,Núna,Final,31,15
1995,Dublin,Ireland,Eddie Friel,Dreamin',Final,44,14
1995,Dublin,Austria,Stella Jones,Die Welt Dreht Sich Verkehrt,Final,67,13
1995,Dublin,Greece,Elina Constantopoulou,Pia Prossefchi,Final,68,12
1995,Dublin,Malta,Mike Spiteri,Keep Me In Mind,Final,76,10
1995,Dublin,United Kingdom,Love City Groove,Love City Groove,Final,76,10
1995,Dublin,Cyprus,Alexandros Panayi,Sti Fotia,Final,79,9
1995,Dublin,Israel,Liora,Amen,Final,81,8
1995,Dublin,Slovenia,Darja Svajger,Prisluhni Mi,Final,84,7
1995,Dublin,Croatia,Magazin and Lidija,Nostalgija,Final,91,6
1995,Dublin,Denmark,Aud Wilken,Fra Mols Til Skagen,Final,92,5
1995,Dublin,France,Nathalie Santamaria,Il Me Donne Rendez-vous,Final,94,4
1995,Dublin,Sweden,Jan Johansen,Se På Mej,Final,100,3
1995,Dublin,Spain,Anabel Conde,Vuelve Conmigo,Final,119,2
1995,Dublin,Norway,Secret Garden,Nocturne,Final,148,1
1996,Oslo,Finland,Jasmine,Niin Kaunis On Taivas,Final,9,23
1996,Oslo,Bosnia & Herzegovina,Amila Glamocak,Za Nau Ljubav,Final,13,22
1996,Oslo,Slovenia,Regina,Dan najlepših sanj,Final,16,21
1996,Oslo,Spain,Antonio Carbonell,"¡Ay, Qué Deseo!",Final,17,20
1996,Oslo,France,Dan Ar Braz et l'Héritage des Celtes,Diwanit Bugale,Final,18,19
1996,Oslo,Slovakia,Marcel Palonder,Kým Nás Má,Final,19,18
1996,Oslo,Belgium,Lisa del Bo,Liefde Is Een Kaartspel,Final,22,16
1996,Oslo,Switzerland,Cathy Leander,Mon Coeur L'aime,Final,22,16
1996,Oslo,Poland,Kasia Kowalska,Chce Znac Swój Grzech,Final,31,15
1996,Oslo,Greece,Marianna Efstratiou,Emis Forame To Himona Anixiatika,Final,36,14
1996,Oslo,Iceland,Anna Mjöll,Sjúbídú,Final,51,13
1996,Oslo,Turkey,Şebnem Paker,Besinçi Mevsim,Final,57,12
1996,Oslo,Austria,George Nußbaumer,Weil's Dr Guat Got,Final,68,10
1996,Oslo,Malta,Miriam Christine,In A Woman's Heart,Final,68,10
1996,Oslo,Cyprus,Constantinos,Móno Gia Más,Final,72,9
1996,Oslo,United Kingdom,Gina G,Ooh...Aah...Just A Little Bit,Final,77,8
1996,Oslo,The Netherlands,Maxine and Franklin Brown,De Eerste Keer,Final,78,7
1996,Oslo,Portugal,Lúcia Moniz,O Meu Coração Não Tem Cor,Final,92,6
1996,Oslo,Estonia,Ivo Linna and Maarja-Liis Ilus,Kaelakee Hääl,Final,94,5
1996,Oslo,Croatia,Maja Blagdan,Sveta Ljubav,Final,98,4
1996,Oslo,Sweden,One More Time,Den Vilda,Final,100,3
1996,Oslo,Norway,Elisabeth Andreasson,I Evighet,Final,114,2
1996,Oslo,Ireland,Eimear Quinn,The Voice,Final,162,1
1997,Dublin,Norway,Tor Endresen,San Francisco,Final,0,24
1997,Dublin,Portugal,Célia Lawson,Antes Do Adeus,Final,0,24
1997,Dublin,Switzerland,Barbara Berta,Dentro Di Me,Final,5,22
1997,Dublin,The Netherlands,Mrs. Einstein,Niemand Heeft Nog Tijd,Final,5,22
1997,Dublin,Austria,Bettina Soriat,One Step,Final,12,21
1997,Dublin,Iceland,Paul Oscar,Minn Hinsti Dans,Final,18,20
1997,Dublin,Bosnia & Herzegovina,Alma Cardzic,Goodbye,Final,22,18
1997,Dublin,Germany,Bianca Shomburg,Zeit,Final,22,18
1997,Dublin,Croatia,ENI,Probudi Me,Final,24,17
1997,Dublin,Denmark,Kølig Kaj,Stemmen I Mit Liv,Final,25,16
1997,Dublin,Russia,Alla Pugachova,Primadonna,Final,33,15
1997,Dublin,Sweden,Blond,Bara Hon älskar Mig,Final,36,14
1997,Dublin,Greece,Marianna Zorba,Horepse,Final,39,12
1997,Dublin,Hungary,VIP,"Miert Kell, Hogy Elmenj?",Final,39,12
1997,Dublin,Poland,Anna Maria Jopek,Ale Jestem,Final,54,11
1997,Dublin,Slovenia,Tanja Ribic,Zbudi Se,Final,60,10
1997,Dublin,Malta,Debbie Scerri,Let Me Fly,Final,66,9
1997,Dublin,Estonia,Maarja-Liis Ilus,Keelatud Maa,Final,82,8
1997,Dublin,France,Fanny,Sentiments Songes,Final,95,7
1997,Dublin,Spain,Marcos Llunas,Sin Rencor,Final,96,6
1997,Dublin,Cyprus,Chara and Andreas Konstantinou,Mana Mou,Final,98,5
1997,Dublin,Italy,Jalisse,Fiumi Di Parole,Final,114,4
1997,Dublin,Turkey,Sebnem Paker and Group Etnic,Dinle,Final,121,3
1997,Dublin,Ireland,Marc Roberts,Mysterious Woman,Final,157,2
1997,Dublin,United Kingdom,Katrina and The Waves,Love Shine A Light,Final,227,1
1998,Birmingham,Switzerland,Gunvor,Lass Ihn,Final,0,25
1998,Birmingham,France,Marie-Line,Où Aller,Final,3,24
1998,Birmingham,Hungary,Charlie,A Holnap Már Ném Lesz Szomorú,Final,4,23
1998,Birmingham,Romania,Malina Olinescu,Eu Cred,Final,6,22
1998,Birmingham,Slovakia,Katarína Hasprová,Modlitba,Final,8,21
1998,Birmingham,Greece,Dionysia and Thalassa group,Mia Krifi Evaisthissia,Final,12,20
1998,Birmingham,North Macedonia,Vlado Janevski,"Ne Zori, Zoro",Final,16,19
1998,Birmingham,Slovenia,Vili Resnik,Naj Bogovi Sliijo,Final,17,18
1998,Birmingham,Poland,Sixteen,To Takie Proste,Final,19,17
1998,Birmingham,Spain,Mikel Herzog,¿Qué Voy A Hacer Sin Ti?,Final,21,16
1998,Birmingham,Finland,Edea,Aava,Final,22,15
1998,Birmingham,Turkey,Tüzmen,Unutamazsin,Final,25,14
1998,Birmingham,Estonia,Koit Toome,Mere Lapsed,Final,36,12
1998,Birmingham,Portugal,Alma Lusa,Se Eu Te Pudesse Abraçar,Final,36,12
1998,Birmingham,Cyprus,Michael Hajiyanni,Genesis,Final,37,11
1998,Birmingham,Sweden,Jill Johnson,Kärleken är,Final,53,10
1998,Birmingham,Ireland,Dawn,Is Always Over Now?,Final,64,9
1998,Birmingham,Norway,Lars A. Fredriksen,Alltid Sommer,Final,79,8
1998,Birmingham,Germany,Guildo Horn,Guildo Hat Euch Lieb,Final,86,7
1998,Birmingham,Belgium,Mélanie Cohl,Dis Oui,Final,122,6
1998,Birmingham,Croatia,Danijela,Neka Mi Ne Svane,Final,131,5
1998,Birmingham,The Netherlands,Edsilia Rombley,Hemel En Aarde,Final,150,4
1998,Birmingham,Malta,Chiara,The One That I Love,Final,165,3
1998,Birmingham,United Kingdom,Imaani,Where Are You?,Final,166,2
1998,Birmingham,Israel,Dana International,Diva,Final,172,1
1999,Jerusalem,Spain,Lydia,No Quiero Escuchar,Final,1,23
1999,Jerusalem,Cyprus,Marlain Angelidou,Tha'nai Erotas,Final,2,22
1999,Jerusalem,Portugal,Rui Bandeira,Como Tudo Começou,Final,12,21
1999,Jerusalem,Lithuania,Aiste Smilgeviciute,Strazdas,Final,13,20
1999,Jerusalem,France,Nayah,Je Veux Donner Ma Voix,Final,14,19
1999,Jerusalem,Poland,Mietek (Mieczyslaw) Szczesniak,Przytul Mnie Mocno,Final,17,18
1999,Jerusalem,Ireland,The Mullan's,When You Need Me,Final,18,17
1999,Jerusalem,Turkey,Tuba Önal & Grup Mystik,Dön Artik,Final,21,16
1999,Jerusalem,Malta,Times 3,Believe 'n Peace,Final,32,15
1999,Jerusalem,Norway,Stig André Van Eijk,Living My Life Without You,Final,35,14
1999,Jerusalem,Belgium,Vanessa Chinitor,Like The Wind,Final,38,12
1999,Jerusalem,United Kingdom,Precious,Say It Again,Final,38,12
1999,Jerusalem,Slovenia,Darja Svajger,For A Thousand Years,Final,50,11
1999,Jerusalem,Austria,Bobbie Singer,Reflection,Final,65,10
1999,Jerusalem,Denmark,Trine Jepsen & Michael Teschl,This Time (i Mean It),Final,71,8
1999,Jerusalem,The Netherlands,Marlayne,One Good Reason,Final,71,8
1999,Jerusalem,Bosnia & Herzegovina,Dino and Beatrice,Putnici,Final,86,7
1999,Jerusalem,Estonia,Evelin Samuel and Camille,Diamond Of Night,Final,90,6
1999,Jerusalem,Israel,Eden,Yom Huledeth,Final,93,5
1999,Jerusalem,Croatia,Doris Dragovic,Marija Magdalena,Final,118,4
1999,Jerusalem,Germany,Sürpriz,Reise Nach Jerusalem - Kudüs'e Seyahat,Final,140,3
1999,Jerusalem,Iceland,Selma Björnsdóttir,All Out Of Luck,Final,146,2
1999,Jerusalem,Sweden,Charlotte Nilsson,Take Me To Your Heaven,Final,163,1
2000,Stockholm,Belgium,Nathalie Sorce,Envie De Vivre,Final,2,24
2000,Stockholm,France,Sofia Mestari,On Aura Le Ciel,Final,5,23
2000,Stockholm,Israel,Ping Pong,Sa'me'akh,Final,7,22
2000,Stockholm,Cyprus,Voice,Nomiza,Final,8,21
2000,Stockholm,Switzerland,Jane Bogaert,La Vita Cos'è?,Final,14,20
2000,Stockholm,Finland,Nina Åström,A Little Bit,Final,18,18
2000,Stockholm,Spain,Serafín Zubiri,Colgado De Un Sueño,Final,18,18
2000,Stockholm,Romania,Taxi,The Moon,Final,25,17
2000,Stockholm,United Kingdom,Nicki French,Don't Play That Song Again,Final,28,16
2000,Stockholm,North Macedonia,XXL,100\% Te Ljubam,Final,29,15
2000,Stockholm,Austria,The rounder girls,All To You,Final,34,14
2000,Stockholm,The Netherlands,Linda Wagenmakers,No Goodbyes,Final,40,13
2000,Stockholm,Iceland,Einer Augúst Víðisson en Telma Augústdóttir,Tell Me!,Final,45,12
2000,Stockholm,Norway,Charmed,My Heart Goes Boom,Final,57,11
2000,Stockholm,Turkey,Pinar Ayhan & S.O.S. band,Yorgunum Anla,Final,59,10
2000,Stockholm,Croatia,Goran Karan,Kada Zaspu Andeli,Final,70,9
2000,Stockholm,Malta,Claudette Pace,Desire,Final,73,8
2000,Stockholm,Sweden,Roger Pontare,When Spirits Are Calling My Name,Final,88,7
2000,Stockholm,Ireland,Eamonn Toal,Millennium Of Love,Final,92,6
2000,Stockholm,Germany,Stefan Raab,Wadde Hadde Dudde Da,Final,96,5
2000,Stockholm,Estonia,Ines,Once In A Lifetime,Final,98,4
2000,Stockholm,Latvia,BrainStorm,My Star,Final,136,3
2000,Stockholm,Russia,Alsou,Solo,Final,155,2
2000,Stockholm,Denmark,Olsen brothers,Fly On The Wings Of Love,Final,195,1
2001,Copenhagen,Iceland,TwoTricky,Angel,Final,3,22
2001,Copenhagen,Norway,Haldor Lægreid,On My Own,Final,3,22
2001,Copenhagen,Ireland,Gary O'Shaughnessy,Without Your Love,Final,6,21
2001,Copenhagen,Poland,Piasek,2 Long,Final,11,20
2001,Copenhagen,Latvia,Arnis Mednis,Too Much,Final,16,18
2001,Copenhagen,The Netherlands,Michelle,Out On My Own,Final,16,18
2001,Copenhagen,Portugal,MTM,Só Sei Ser Feliz Assim,Final,18,17
2001,Copenhagen,Israel,Tal Sondak,Ein Davar,Final,25,16
2001,Copenhagen,United Kingdom,Lindsay D.,No Dream Impossible,Final,28,15
2001,Copenhagen,Bosnia & Herzegovina,Nino,Hano,Final,29,14
2001,Copenhagen,Lithuania,Skamp,You Got Style,Final,35,13
2001,Copenhagen,Russia,Mumiy troll,Lady Alpine Blue,Final,37,12
2001,Copenhagen,Turkey,Sedat Yüce,Sevgiliye Son,Final,41,11
2001,Copenhagen,Croatia,Vanna,Strings Of My Heart,Final,42,10
2001,Copenhagen,Malta,Fabrizio Faniello,Another Summer Night,Final,48,9
2001,Copenhagen,Germany,Michelle,Wer Liebe Lebt,Final,66,8
2001,Copenhagen,Slovenia,Nua Derenda,Energy,Final,70,7
2001,Copenhagen,Spain,David Civera,Dile Que La Quiero,Final,76,6
2001,Copenhagen,Sweden,Friends,Listen To Your Heartbeat,Final,100,5
2001,Copenhagen,France,Natasha Saint-Pier,Je N'ai Que Mon âme,Final,142,4
2001,Copenhagen,Greece,Antique,Die For You,Final,147,3
2001,Copenhagen,Denmark,Rollo & King,Never Ever Let You Go,Final,177,2
2001,Copenhagen,Estonia,"Tanel Padar, Dave Benton & 2XL",Everybody,Final,198,1
2002,Tallinn,Denmark,Malene,Tell Me Who You Are,Final,7,24
2002,Tallinn,Lithuania,Aivaras,Happy You,Final,12,23
2002,Tallinn,Switzerland,Francine Jordi,Dans Le Jardin De Mon Âme,Final,15,22
2002,Tallinn,Germany,Corinna May,I Can't Live Without Music,Final,17,21
2002,Tallinn,Finland,Laura,Addicted To You,Final,24,20
2002,Tallinn,North Macedonia,Karolina,Od Nas Zavisi,Final,25,19
2002,Tallinn,Austria,Manuel Ortega,Say A Word,Final,26,18
2002,Tallinn,Greece,Michalis Rakintzis,S.A.G.A.P.O.,Final,27,17
2002,Tallinn,Turkey,Buket Bengisu & Saphire,Leylaklar Soldu Kalbinde,Final,29,16
2002,Tallinn,Belgium,Sergio & the Ladies,Sister,Final,33,13
2002,Tallinn,Bosnia & Herzegovina,Maja,Na Jastuku Za Dvoje,Final,33,13
2002,Tallinn,Slovenia,Sestre,Samo Ljubezen,Final,33,13
2002,Tallinn,Israel,Sarit Hadad,Light A Candle,Final,37,12
2002,Tallinn,Croatia,Vesna Pisarovic,Everything I Want,Final,44,11
2002,Tallinn,Russia,Prime minister,Northern Girl,Final,55,10
2002,Tallinn,Romania,Monica Anghel & Marcel Pavel,Tell Me Why,Final,71,9
2002,Tallinn,Sweden,Afro-dite,Never Let It Go,Final,72,8
2002,Tallinn,Spain,Rosa,Europe's Living A Celebration,Final,81,7
2002,Tallinn,Cyprus,One,Gimme,Final,85,6
2002,Tallinn,France,Sandrine François,Il Faut Du Temps,Final,104,5
2002,Tallinn,Estonia,Sahléne,Runaway,Final,111,3
2002,Tallinn,United Kingdom,Jessica Garlick,Come Back,Final,111,3
2002,Tallinn,Malta,Ira Losco,7th Wonder,Final,164,2
2002,Tallinn,Latvia,Marie N,I Wanna,Final,176,1
2003,Riga,United Kingdom,Jemini,Cry Baby,Final,0,26
2003,Riga,Malta,Lynn Chirchop,To Dream Again,Final,4,25
2003,Riga,Latvia,F.L.Y.,Hello From Mars,Final,5,24
2003,Riga,Slovenia,Karmen,Nanana,Final,7,23
2003,Riga,Portugal,Rita Guerra,Deixa-me Sonhar,Final,13,22
2003,Riga,Estonia,Ruffus,Eighties Coming Back,Final,14,21
2003,Riga,Cyprus,Stelios Constantas,Feeling Alive,Final,15,20
2003,Riga,Israel,Lior Narkis,Words For Love,Final,17,19
2003,Riga,France,Louisa Baileche,Monts Et Merveilles,Final,19,18
2003,Riga,Greece,Mando,Never Let You Go,Final,25,17
2003,Riga,Bosnia & Herzegovina,Mija Martina,Ne Brini,Final,27,16
2003,Riga,Croatia,Claudia Beni,Vie Nisam Tvoja,Final,29,15
2003,Riga,Ukraine,Olexandr,Hasta La Vista,Final,30,14
2003,Riga,The Netherlands,Esther Hart,One More Night,Final,45,13
2003,Riga,Germany,Lou,Let's Get Happy,Final,53,11
2003,Riga,Ireland,Mickey Harte,Weve Got The World,Final,53,11
2003,Riga,Romania,Nicola,Dont Break My Heart,Final,73,10
2003,Riga,Iceland,Birgitta,Open Your Heart,Final,81,8
2003,Riga,Spain,Beth,Dime,Final,81,8
2003,Riga,Poland,Ich Troje,Keine Grenzen - Zadnych Granic,Final,90,7
2003,Riga,Austria,Alf Poier,Weil Der Mensch Zählt,Final,101,6
2003,Riga,Sweden,Fame,Give Me Your Love,Final,107,5
2003,Riga,Norway,Jostein Hasselgård,I'm Not Afraid To Move On,Final,123,4
2003,Riga,Russia,t.A.T.u.,"Ne Ver, Ne Boisia",Final,164,3
2003,Riga,Belgium,Urban Trad,Sanomi,Final,165,2
2003,Riga,Turkey,Sertab Erener,Everyway That I Can,Final,167,1
2004,Istanbul,Switzerland,Piero Esteriore & the MusicStars,Celebrate,Semi-Final,0,22
2004,Istanbul,Slovenia,Platin,Stay Forever,Semi-Final,5,21
2004,Istanbul,Belarus,Aleksandra & Konstantin,My Galileo,Semi-Final,10,19
2004,Istanbul,Monaco,Maryon,Notre Planète,Semi-Final,10,19
2004,Istanbul,Andorra,Marta Roure,Jugarem A Estimar-nos,Semi-Final,12,18
2004,Istanbul,Latvia,Fomins & Kleins,Dziesma Par Laimi,Semi-Final,23,17
2004,Istanbul,Lithuania,Linas ir Simona,What's Happened To Your Love,Semi-Final,26,16
2004,Istanbul,Portugal,Sofia,Foi Magia,Semi-Final,38,15
2004,Istanbul,Finland,Jari Sillanpää,Takes 2 To Tango,Semi-Final,51,14
2004,Istanbul,Denmark,Tomas Thordarson,Shame On You,Semi-Final,56,13
2004,Istanbul,Estonia,Neiokõsõ,Tii,Semi-Final,57,11
2004,Istanbul,Israel,David D'or,Le'ha'amin,Semi-Final,57,11
2004,Istanbul,North Macedonia,Tose Proeski,Life,Semi-Final,71,10
2004,Istanbul,Croatia,Ivan Mikulic,You Are The Only One,Semi-Final,72,9
2004,Istanbul,Malta,Julie & Ludwig,On Again... Off Again,Semi-Final,74,8
2004,Istanbul,Bosnia & Herzegovina,Deen,In The Disco,Semi-Final,133,7
2004,Istanbul,The Netherlands,Re-union,Without You,Semi-Final,146,6
2004,Istanbul,Cyprus,Lisa Andreas,Stronger Every Minute,Semi-Final,149,5
2004,Istanbul,Albania,Anjeza Shahini,The Image Of You,Semi-Final,167,4
2004,Istanbul,Greece,Sakis Rouvas,Shake It,Semi-Final,238,3
2004,Istanbul,Ukraine,Ruslana,Wild Dances,Semi-Final,256,2
2004,Istanbul,Serbia & Montenegro,Željko Joksimović,Lane Moje,Semi-Final,263,1
2004,Istanbul,Norway,Knut Anders Sørum,High,Final,3,24
2004,Istanbul,Belgium,Xandee,1 Life,Final,7,22
2004,Istanbul,Ireland,Chris Doran,If My World Stopped Turning,Final,7,22
2004,Istanbul,Austria,Tie Break,Du Bist,Final,9,21
2004,Istanbul,The Netherlands,Re-union,Without You,Final,11,20
2004,Istanbul,Iceland,Jónsi,Heaven,Final,16,19
2004,Istanbul,Romania,Sanda Ladosi,I Admit,Final,18,18
2004,Istanbul,Poland,Blue Cafe,Love Song,Final,27,17
2004,Istanbul,United Kingdom,James Fox,Hold On To Our Love,Final,29,16
2004,Istanbul,France,Jonatan Cerrada,A Chaque Pas,Final,40,15
2004,Istanbul,North Macedonia,Tose Proeski,Life,Final,47,14
2004,Istanbul,Croatia,Ivan Mikulic,You Are The Only One,Final,50,12
2004,Istanbul,Malta,Julie & Ludwig,On Again... Off Again,Final,50,12
2004,Istanbul,Russia,Julia Savicheva,Believe Me,Final,67,11
2004,Istanbul,Spain,Ramón,Para Llenarme De Ti,Final,87,10
2004,Istanbul,Bosnia & Herzegovina,Deen,In The Disco,Final,91,9
2004,Istanbul,Germany,Max (Maximilian Mutzke),Can't Wait Until Tonight,Final,93,8
2004,Istanbul,Albania,Anjeza Shahini,The Image Of You,Final,106,7
2004,Istanbul,Cyprus,Lisa Andreas,Stronger Every Minute,Final,170,5
2004,Istanbul,Sweden,Lena Philipsson,It Hurts,Final,170,5
2004,Istanbul,Turkey,Athena,For Real,Final,195,4
2004,Istanbul,Greece,Sakis Rouvas,Shake It,Final,252,3
2004,Istanbul,Serbia & Montenegro,Željko Joksimović,Lane Moje,Final,263,2
2004,Istanbul,Ukraine,Ruslana,Wild Dances,Final,280,1
2005,Kyiv,Lithuania,Laura and the Lovers,Little By Little,Semi-Final,17,25
2005,Kyiv,Monaco,Lise Darly,Tout De Moi,Semi-Final,22,24
2005,Kyiv,Andorra,Marian van de Wal,La Mirada Interior,Semi-Final,27,23
2005,Kyiv,Belgium,Nuno Resende,Le Grand Soir,Semi-Final,29,22
2005,Kyiv,Austria,Global.Kryner,Y Así,Semi-Final,30,21
2005,Kyiv,Estonia,Suntribe,Let's Get Loud,Semi-Final,31,20
2005,Kyiv,Bulgaria,Kaffe,Lorraine,Semi-Final,49,19
2005,Kyiv,Finland,Geir Rönning,Why,Semi-Final,50,18
2005,Kyiv,Portugal,2B,Amar,Semi-Final,51,17
2005,Kyiv,Iceland,Selma,If I Had Your Love,Semi-Final,52,16
2005,Kyiv,Ireland,Donna and Joseph McCaul,Love?,Semi-Final,53,14
2005,Kyiv,The Netherlands,Glennis Grace,My Impossible Dream,Semi-Final,53,14
2005,Kyiv,Belarus,Angelica Agurbash,Love Me Tonight,Semi-Final,67,13
2005,Kyiv,Slovenia,Omar Naber,Stop,Semi-Final,69,12
2005,Kyiv,Poland,Ivan & Delfin,Czarna Dziewczyna,Semi-Final,81,11
2005,Kyiv,Latvia,Walter & Kazha,The War Is Not Over,Semi-Final,85,10
2005,Kyiv,North Macedonia,Martin Vucic,Make My Day,Semi-Final,97,9
2005,Kyiv,Switzerland,Vanilla Ninja,Cool Vibes,Semi-Final,114,8
2005,Kyiv,Israel,Shiri Maymon,Hasheket Shenish'ar,Semi-Final,158,7
2005,Kyiv,Norway,Wig Wam,In My Dreams,Semi-Final,164,6
2005,Kyiv,Hungary,NOX,Forogj Világ,Semi-Final,167,5
2005,Kyiv,Croatia,Boris Novkovic feat. Lado members,Vukovi Umiru Sami,Semi-Final,169,4
2005,Kyiv,Denmark,Jakob Sveistrup,Talking To You,Semi-Final,185,3
2005,Kyiv,Moldova,Zdob si Zdub,Boonika Bate Toba,Semi-Final,207,2
2005,Kyiv,Romania,Luminita Anghel & Sistem,Let Me Try,Semi-Final,235,1
2005,Kyiv,Germany,Gracia,Run & Hide,Final,4,24
2005,Kyiv,France,Ortal,Chacun Pense à Soi,Final,11,23
2005,Kyiv,United Kingdom,Javine,Touch My Fire,Final,18,22
2005,Kyiv,Spain,Son de sol,Brujería,Final,28,21
2005,Kyiv,Sweden,Martin Stenmarck,Las Vegas,Final,30,19
2005,Kyiv,Ukraine,Greenjolly,Razom Nas Bahato,Final,30,19
2005,Kyiv,Cyprus,Constantinos Christoforou,Ela Ela,Final,46,18
2005,Kyiv,North Macedonia,Martin Vucic,Make My Day,Final,52,17
2005,Kyiv,Albania,Ledina Celo,Tomorrow I Go,Final,53,16
2005,Kyiv,Russia,Natalia Podolskaya,Nobody Hurt No One,Final,57,15
2005,Kyiv,Bosnia & Herzegovina,Feminnem,Call Me,Final,79,14
2005,Kyiv,Turkey,Gülseren,Rimi Rimi Ley,Final,92,13
2005,Kyiv,Hungary,NOX,Forogj Világ,Final,97,12
2005,Kyiv,Croatia,Boris Novkovic feat. Lado members,Vukovi Umiru Sami,Final,115,11
2005,Kyiv,Denmark,Jakob Sveistrup,Talking To You,Final,125,9
2005,Kyiv,Norway,Wig Wam,In My Dreams,Final,125,9
2005,Kyiv,Switzerland,Vanilla Ninja,Cool Vibes,Final,128,8
2005,Kyiv,Serbia & Montenegro,No Name,Zauvijek Moja,Final,137,7
2005,Kyiv,Moldova,Zdob si Zdub,Boonika Bate Toba,Final,148,6
2005,Kyiv,Latvia,Walter & Kazha,The War Is Not Over,Final,153,5
2005,Kyiv,Israel,Shiri Maymon,Hasheket Shenish'ar,Final,154,4
2005,Kyiv,Romania,Luminita Anghel & Sistem,Let Me Try,Final,158,3
2005,Kyiv,Malta,Chiara,Angel,Final,192,2
2005,Kyiv,Greece,Helena Paparizou,My Number One,Final,230,1
2006,Athens,Serbia & Montenegro,"Withdrew from the competition, but still voted",,Semi-Final,0,24
2006,Athens,Andorra,Jennifer,Sense Tu,Semi-Final,8,23
2006,Athens,Belarus,Polina Smolova,Mum,Semi-Final,10,22
2006,Athens,Monaco,Séverine Ferrer,La Coco-dance,Semi-Final,14,21
2006,Athens,The Netherlands,Treble,Amambanda,Semi-Final,22,20
2006,Athens,Portugal,Nonstop,Coisas De Nada,Semi-Final,26,19
2006,Athens,Estonia,Sandra,Through My Window,Semi-Final,28,18
2006,Athens,Bulgaria,Mariana Popova,Let Me Cry,Semi-Final,36,17
2006,Athens,Slovenia,Anej Dean,Mr. Nobody,Semi-Final,49,16
2006,Athens,Cyprus,Annet Artani,Why Angels Cry,Semi-Final,57,15
2006,Athens,Albania,Luiz Ejlli,Zjarr E Ftohtë,Semi-Final,58,14
2006,Athens,Iceland,Silvia Night,Congratulations,Semi-Final,62,13
2006,Athens,Belgium,Kate Ryan,Je T'adore,Semi-Final,69,12
2006,Athens,Poland,Ich Troje,Follow My Heart,Semi-Final,70,11
2006,Athens,North Macedonia,Elena Risteska,Ninanajna,Semi-Final,76,10
2006,Athens,Ireland,Brian Kennedy,Every Song Is A Cry For Love,Semi-Final,79,9
2006,Athens,Turkey,Sibel Tüzün,Superstar,Semi-Final,91,8
2006,Athens,Ukraine,Tina Karol,Show Me Your Love,Semi-Final,146,7
2006,Athens,Armenia,André,Without Your Love,Semi-Final,150,6
2006,Athens,Lithuania,LT United,We Are The Winners,Semi-Final,163,5
2006,Athens,Sweden,Carola,Invincible,Semi-Final,214,4
2006,Athens,Russia,Dima Bilan,Never Let You Go,Semi-Final,217,3
2006,Athens,Bosnia & Herzegovina,Hari Mata Hari,Lejla,Semi-Final,267,2
2006,Athens,Finland,Lordi,Hard Rock Hallelujah,Semi-Final,292,1
2006,Athens,Malta,Fabrizio Faniello,I Do,Final,1,24
2006,Athens,Israel,Eddie Butler,Ze Hazman,Final,4,23
2006,Athens,France,Virginie Pouchin,Il était Temps,Final,5,22
2006,Athens,Spain,Las Ketchup,Bloody Mary,Final,18,21
2006,Athens,Moldova,Arsenium & Natalia Gordienko,Loca,Final,22,20
2006,Athens,United Kingdom,Daz Sampson,Teenage Life,Final,25,19
2006,Athens,Denmark,Sidsel Ben Semmane,Twist Of Love,Final,26,18
2006,Athens,Latvia,Cosmos,I Hear Your Heart,Final,30,16
2006,Athens,Switzerland,Six4One,If We All Give A Little,Final,30,16
2006,Athens,Germany,Texas Lightning,"No, No, Never",Final,36,14
2006,Athens,Norway,Christine Guldbrandsen,Alvedansen,Final,36,14
2006,Athens,Croatia,Severina,Moja Štikla,Final,56,12
2006,Athens,North Macedonia,Elena Risteska,Ninanajna,Final,56,12
2006,Athens,Turkey,Sibel Tüzün,Superstar,Final,91,11
2006,Athens,Ireland,Brian Kennedy,Every Song Is A Cry For Love,Final,93,10
2006,Athens,Greece,Anna Vissi,Everything,Final,128,9
2006,Athens,Armenia,André,Without Your Love,Final,129,8
2006,Athens,Ukraine,Tina Karol,Show Me Your Love,Final,145,7
2006,Athens,Lithuania,LT United,We Are The Winners,Final,162,6
2006,Athens,Sweden,Carola,Invincible,Final,170,5
2006,Athens,Romania,Mihai Traistariu,Tornero,Final,172,4
2006,Athens,Bosnia & Herzegovina,Hari Mata Hari,Lejla,Final,229,3
2006,Athens,Russia,Dima Bilan,Never Let You Go,Final,248,2
2006,Athens,Finland,Lordi,Hard Rock Hallelujah,Final,292,1
2007,Helsinki,Czech Republic,Kabát,Malá Dáma,Semi-Final,1,28
2007,Helsinki,Austria,Eric Papilaya,Get A Life - Get Alive,Semi-Final,4,27
2007,Helsinki,Belgium,The KMG's,Love Power,Semi-Final,14,26
2007,Helsinki,Malta,Olivia Lewis,Vertigo,Semi-Final,15,25
2007,Helsinki,Israel,Teapacks,Push The Button,Semi-Final,17,24
2007,Helsinki,Estonia,Gerli Padar,Partners In Crime,Semi-Final,33,22
2007,Helsinki,Montenegro,Stevan Faddy,Ajde Kroci,Semi-Final,33,22
